layer,path,gene,TCGA-OR-A5K5|y=1,TCGA-OR-A5KO|y=3
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-4768,0.030964874999089634,0.009252752167292301
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-193b,0.021947566542183865,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-1915,0.019533608798222517,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-222,0.013466614490744152,0.006284187830119234
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-377,0.012808410697303377,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-346,0.010262486813763343,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-26b,0.010033624621260895,0.008006215469154615
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-192,0.010026907173763977,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-130b,0.009122898829182935,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-454,0.008803798002323837,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-370,0.007837042878278438,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-3173,0.007392085344653389,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-187,0.0073726703361297885,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-335,0.006563344927007095,0.03781974515276522
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-185,0.0062782307119824896,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-6764,0.006006813164298325,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-1976,0.005153420725505696,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-483,0.0051364061611546274,0.0114602880940321
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-30a,0.0050366568846726585,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-4469,0.004772002826977609,0.0
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-543,0.0,0.012260117310645496
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-3941,0.0,0.011889846795620272
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-144,0.0,0.011156465988923413
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-1228,0.0,0.010440399545787394
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-4775,0.0,0.009775499288429041
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-25,0.0,0.009327283229199602
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-3607,0.0,0.008722807793066289
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-224,0.0,0.007812009457204953
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-3662,0.0,0.006767718094717724
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-6742,0.0,0.006594380786237475
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-372,0.0,0.0061856837827135025
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-548au,0.0,0.00610313955735059
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-4470,0.0,0.005990060273865174
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-532,0.0,0.005652565761196882
0,gene_miRNA --targets--> gene_mRNA (path-weighted),hsa-mir-363,0.0,0.00530925538057999
